gene_id	FPKM
ENSG00000000003	5.854389227
ENSG00000000005	0
ENSG00000000419	29.59460264
ENSG00000000457	3.306155742
ENSG00000000460	6.022728626
ENSG00000000938	0.034743422
ENSG00000000971	0.284675471
ENSG00000001036	13.44905323
ENSG00000001084	5.026591381
ENSG00000001167	15.48813939
ENSG00000001460	1.380592816
ENSG00000001461	2.0175639
ENSG00000001497	11.05854105
ENSG00000001561	1.754268515
ENSG00000001617	9.804028424
ENSG00000001626	0
ENSG00000001629	17.30172594
ENSG00000001630	2.008870131
ENSG00000001631	1.609879374
ENSG00000002016	5.88859474
ENSG00000002079	0
ENSG00000002330	25.88993861
ENSG00000002549	13.43178568
ENSG00000002586	0.120936861
ENSG00000002587	0
ENSG00000002726	0
ENSG00000002745	0
ENSG00000002746	0
ENSG00000002822	0.200441836
ENSG00000002834	30.608386
ENSG00000002919	12.11083508
ENSG00000002933	0
ENSG00000003056	32.68867928
ENSG00000003096	36.2731911
ENSG00000003137	0.007810053
ENSG00000003147	19.94867275
ENSG00000003249	23.18377817
ENSG00000003393	5.711133406
ENSG00000003400	0.320324486
ENSG00000003402	1.296345884
ENSG00000003436	0
ENSG00000003509	6.490355521
ENSG00000003756	4.851964617
ENSG00000003987	1.831732606
ENSG00000003989	29.11915455
ENSG00000004059	67.0889585
ENSG00000004139	8.916274938
ENSG00000004142	32.99158184
ENSG00000004399	35.02463315
ENSG00000004455	17.16041585
ENSG00000004468	0.028560171
ENSG00000004478	65.44592615
ENSG00000004487	38.10903391
ENSG00000004534	3.987038186
ENSG00000004660	1.954945802
ENSG00000004700	12.80014858
ENSG00000004766	3.663110353
ENSG00000004776	0.590691922
ENSG00000004777	6.172963818
ENSG00000004779	44.63263933
ENSG00000004799	0
ENSG00000004809	0
ENSG00000004838	0.393165499
ENSG00000004846	0
ENSG00000004848	0
ENSG00000004864	31.78789654
ENSG00000004866	14.169287
ENSG00000004897	36.71084507
ENSG00000004939	0.007642423
ENSG00000004948	0
ENSG00000004961	15.88094208
ENSG00000004975	11.1370614
