gene_id	FPKM
ENSG00000000003	4.576265109
ENSG00000000005	0
ENSG00000000419	30.19799394
ENSG00000000457	2.018467015
ENSG00000000460	7.036218102
ENSG00000000938	0.012082225
ENSG00000000971	0.271389779
ENSG00000001036	13.32144473
ENSG00000001084	4.646651433
ENSG00000001167	14.78583402
ENSG00000001460	0.768174527
ENSG00000001461	0.987195935
ENSG00000001497	16.2234682
ENSG00000001561	0.475140508
ENSG00000001617	8.077585552
ENSG00000001626	0
ENSG00000001629	13.63728495
ENSG00000001630	2.987366846
ENSG00000001631	1.508287745
ENSG00000002016	5.099820354
ENSG00000002079	0.006478846
ENSG00000002330	16.77067956
ENSG00000002549	14.67148528
ENSG00000002586	0.03364519
ENSG00000002587	0
ENSG00000002726	0
ENSG00000002745	0
ENSG00000002746	0
ENSG00000002822	0.265631803
ENSG00000002834	21.45244928
ENSG00000002919	9.325983058
ENSG00000002933	0.023504218
ENSG00000003056	31.51566569
ENSG00000003096	40.18914378
ENSG00000003137	0.016295946
ENSG00000003147	22.02519033
ENSG00000003249	19.06607438
ENSG00000003393	4.756412313
ENSG00000003400	0.123971498
ENSG00000003402	1.252456768
ENSG00000003436	0.006976623
ENSG00000003509	4.823762828
ENSG00000003756	4.773884456
ENSG00000003987	1.456832373
ENSG00000003989	38.43258602
ENSG00000004059	50.71376418
ENSG00000004139	12.91911535
ENSG00000004142	30.79195223
ENSG00000004399	36.10365253
ENSG00000004455	16.99862683
ENSG00000004468	0
ENSG00000004478	75.87542062
ENSG00000004487	36.47541885
ENSG00000004534	3.638903195
ENSG00000004660	3.364401351
ENSG00000004700	15.50574969
ENSG00000004766	2.893987936
ENSG00000004776	0.237019047
ENSG00000004777	6.688641461
ENSG00000004779	44.82158796
ENSG00000004799	0.008992536
ENSG00000004809	0.010458685
ENSG00000004838	0.183872305
ENSG00000004846	0
ENSG00000004848	0.026244113
ENSG00000004864	34.7713203
ENSG00000004866	12.26104945
ENSG00000004897	33.33517293
ENSG00000004939	0.00797309
ENSG00000004948	0
ENSG00000004961	13.16725276
ENSG00000004975	13.13177282
ENSG00000005001	0
ENSG00000005007	20.64485509
ENSG00000005020	0.236285133
ENSG00000005022	223.2304831
ENSG00000005059	0.586207108
ENSG00000005073	0
ENSG00000005075	19.30017239
ENSG00000005100	10.84196936
ENSG00000005102	0
ENSG00000005108	6.944421518
ENSG00000005156	21.46835156
ENSG00000005175	8.218243381
ENSG00000005187	0.005441023
ENSG00000005189	3.466423729
ENSG00000005194	41.17612871
ENSG00000005206	7.776959458
ENSG00000005238	2.26338582
ENSG00000005243	3.197140527
ENSG00000005249	19.54898844
ENSG00000005302	1.788238429
ENSG00000005339	9.00713416
ENSG00000005379	0.502299738
ENSG00000005381	0
ENSG00000005421	0
ENSG00000005436	6.149511685
ENSG00000005448	10.48774379
ENSG00000005469	2.642617184
ENSG00000005471	0.359599029
ENSG00000005483	18.46166111
ENSG00000005486	42.87954225
ENSG00000005513	0
ENSG00000005700	12.06788228
ENSG00000005801	4.249852103
ENSG00000005810	9.503047932
ENSG00000005812	5.641924223
ENSG00000005844	0.006373746
ENSG00000005882	7.745198469
ENSG00000005884	0.116724989
ENSG00000005889	6.827680251
ENSG00000005893	11.28009032
ENSG00000005961	0.344403866
ENSG00000005981	0
ENSG00000006007	17.95511606
ENSG00000006015	19.21851712
ENSG00000006016	0.096405321
ENSG00000006025	2.045591227
ENSG00000006042	0.173311325
ENSG00000006047	0.008823598
ENSG00000006059	0
ENSG00000006062	4.657181737
ENSG00000006071	0.097383422
ENSG00000006116	0
ENSG00000006118	21.56344592
ENSG00000006125	69.89779438
ENSG00000006128	0
ENSG00000006194	12.88467079
ENSG00000006210	11.29877751
ENSG00000006282	9.164683196
ENSG00000006283	0.12589193
ENSG00000006327	5.748994463
