gene_id	FPKM
ENSG00000000003	6.432777542
ENSG00000000005	0.025909599
ENSG00000000419	40.87233799
ENSG00000000457	3.233644374
ENSG00000000460	5.957384872
ENSG00000000938	0.033923034
ENSG00000000971	0.321084213
ENSG00000001036	14.43243596
ENSG00000001084	5.489215117
ENSG00000001167	17.90205727
ENSG00000001460	1.172754094
ENSG00000001461	1.892591937
ENSG00000001497	11.97432331
ENSG00000001561	1.869307235
ENSG00000001617	6.577151045
ENSG00000001626	0
ENSG00000001629	20.36601742
ENSG00000001630	2.319044892
ENSG00000001631	1.886238818
ENSG00000002016	5.503260866
ENSG00000002079	0
ENSG00000002330	18.62869794
ENSG00000002549	15.75169421
ENSG00000002586	0.086592886
ENSG00000002587	0
ENSG00000002726	0.020001343
ENSG00000002745	0
ENSG00000002746	0
ENSG00000002822	0.13223571
ENSG00000002834	24.19339309
ENSG00000002919	8.091813347
ENSG00000002933	0.010998725
ENSG00000003056	32.66352619
ENSG00000003096	37.68396195
ENSG00000003137	0.038128183
ENSG00000003147	21.7175178
ENSG00000003249	16.3548001
ENSG00000003393	6.928213735
ENSG00000003400	0.307716213
ENSG00000003402	1.374616062
ENSG00000003436	0.006529378
ENSG00000003509	7.237911278
ENSG00000003756	4.442001408
ENSG00000003987	2.081040403
ENSG00000003989	29.9796572
ENSG00000004059	46.45686133
ENSG00000004139	7.772487585
ENSG00000004142	26.5549513
ENSG00000004399	25.22407172
ENSG00000004455	14.63349358
ENSG00000004468	0.050194415
ENSG00000004478	58.01196744
ENSG00000004487	37.70829624
ENSG00000004534	5.485678596
ENSG00000004660	1.898494198
ENSG00000004700	15.14927849
ENSG00000004766	3.716638259
ENSG00000004776	0.465831738
ENSG00000004777	5.125667304
ENSG00000004779	44.59162414
ENSG00000004799	0
ENSG00000004809	0.009788218
ENSG00000004838	0.450068291
ENSG00000004846	0
ENSG00000004848	0.01228085
ENSG00000004864	32.53195222
ENSG00000004866	13.05193527
ENSG00000004897	41.71712658
ENSG00000004939	0.029847857
ENSG00000004948	0
ENSG00000004961	18.08483341
ENSG00000004975	8.293915201
ENSG00000005001	0.032082691
ENSG00000005007	16.38204864
ENSG00000005020	0.520743783
ENSG00000005022	222.6922494
ENSG00000005059	0.666958981
ENSG00000005073	0.014328425
ENSG00000005075	30.34004425
ENSG00000005100	7.141166931
ENSG00000005102	0.014301633
ENSG00000005108	6.541261415
ENSG00000005156	16.14066968
ENSG00000005175	12.43062144
ENSG00000005187	0.045829974
ENSG00000005189	2.956037053
ENSG00000005194	34.73822336
ENSG00000005206	5.500043054
ENSG00000005238	2.237628768
ENSG00000005243	4.201353868
ENSG00000005249	26.66750594
ENSG00000005302	2.510401664
ENSG00000005339	11.56986518
ENSG00000005379	1.138311559
ENSG00000005381	0.021685607
ENSG00000005421	0.014393138
ENSG00000005436	7.722730107
ENSG00000005448	9.721550269
ENSG00000005469	2.980139818
ENSG00000005471	0.232613002
ENSG00000005483	26.18053338
ENSG00000005486	54.46765667
ENSG00000005513	0.042776921
ENSG00000005700	12.46096272
ENSG00000005801	4.58153207
ENSG00000005810	11.38402316
ENSG00000005812	7.631218934
ENSG00000005844	0.035790891
ENSG00000005882	9.513459009
ENSG00000005884	0.877838978
ENSG00000005889	9.242200643
ENSG00000005893	14.40399551
ENSG00000005961	0.476773009
ENSG00000005981	0.008302772
ENSG00000006007	24.23481151
ENSG00000006015	17.64605113
ENSG00000006016	0.141782353
ENSG00000006025	2.333425065
ENSG00000006042	0.501348483
ENSG00000006047	0
